normalized_location,country,status
"hutton rudby, united kingdom",United Kingdom,direct_match
"hyattsville, maryland",Unknown,unknown_fallback_cache
"hyde, united kingdom",United Kingdom,direct_match
hyderabad,Unknown,unknown_fallback_cache
"hyderabad, india",India,direct_match
"hyderabad, pakistan",Pakistan,direct_match
"hythe, united kingdom",United Kingdom,direct_match
"iasi, romania",Romania,direct_match
"ibiza, spain",Spain,direct_match
"igatpuri, india",India,direct_match
"ikoma, japan",Japan,direct_match
"ile-de-france, france",France,direct_match
"ilford, united kingdom",United Kingdom,direct_match
"ilfov county, romania",Romania,direct_match
"immingham, united kingdom",United Kingdom,direct_match
india,India,direct_match
"indian hills, colorado",Unknown,unknown_fallback_cache
"indianapolis, indiana",Unknown,unknown_fallback_cache
indonesia,Indonesia,direct_match
"indore district, india",India,direct_match
"indore, india",India,direct_match
"innisfil, canada",Canada,direct_match
"innsbruck, austria",Austria,direct_match
"ins, switzerland",Switzerland,direct_match
"invercargill, new zealand",New Zealand,direct_match
"inverloch, australia",Australia,direct_match
"inverness, florida",Unknown,unknown_fallback_cache
"inverness, illinois",Unknown,unknown_fallback_cache
"inverness, united kingdom",United Kingdom,direct_match
"ipoh, malaysia",Malaysia,direct_match
"ipswich, united kingdom",United Kingdom,direct_match
iran,"Iran, Islamic Republic of",direct_match
ireland,Ireland,direct_match
"ireland, west virginia",Ireland,direct_match
iru-fushi,Unknown,unknown_fallback_cache
"irvine, california",Unknown,unknown_fallback_cache
"irving, texas",Unknown,unknown_fallback_cache
"ishoej, denmark",Denmark,direct_match
"islamabad, pakistan",Pakistan,direct_match
"island of hawaii, hawaii",Unknown,unknown_fallback_cache
"island of malta, malta",Malta,direct_match
"isle of man, united kingdom",United Kingdom,direct_match
isle of skye,Unknown,unknown_fallback_cache
"isle of wight, united kingdom",United Kingdom,direct_match
"ispra, italy",Italy,direct_match
israel,Israel,direct_match
istanbul,Unknown,unknown_fallback_cache
"istanbul, turkiye",Unknown,unknown_fallback_cache
italy,Italy,direct_match
"itanagar, india",India,direct_match
"iver, united kingdom",United Kingdom,direct_match
"ivybridge, united kingdom",United Kingdom,direct_match
"izmir, turkiye",Unknown,unknown_fallback_cache
ja-ela,Unknown,unknown_fallback_cache
"jabalpur, india",India,direct_match
"jablonec nad nisou, czech republic",Czechia,direct_match
"jackson, tennessee",Unknown,unknown_fallback_cache
"jacksonville, florida",Unknown,unknown_fallback_cache
"jaipur, india",India,direct_match
"jakarta, indonesia",Indonesia,direct_match
jamaica,Jamaica,direct_match
"jamieson, australia",Australia,direct_match
"jamshedpur, india",India,direct_match
"jaunmarupe, latvia",Latvia,direct_match
"java, indonesia",Indonesia,direct_match
jeddah saudi arabia,Saudi Arabia,direct_match
"jeddah, saudi arabia",Saudi Arabia,direct_match
"jefferson valley, new york",Unknown,unknown_fallback_cache
"jeita, lebanon",Lebanon,direct_match
"jersey, c.i.",Jersey,direct_match
"jersey, united kingdom",United Kingdom,direct_match
"jerusalem, israel",Israel,direct_match
"jigani, india",India,direct_match
"jinan, china",China,direct_match
"jodhpur, india",India,direct_match
"johannesburg south, south africa",South Africa,direct_match
"johannesburg, south africa",South Africa,direct_match
"johnstown, ireland",Ireland,direct_match
"johor bahru, malaysia",Malaysia,direct_match
"joplin, missouri",Unknown,unknown_fallback_cache
"jounieh, lebanon",Lebanon,direct_match
"juelsminde, denmark",Denmark,direct_match
"jupiter, florida",Unknown,unknown_fallback_cache
kaafu atoll,Unknown,unknown_fallback_cache
"kabul, afghanistan",Afghanistan,direct_match
kadawatha,Unknown,unknown_fallback_cache
"kaiserslautern, germany",Germany,direct_match
"kajaani, finland",Finland,direct_match
"kajang, malaysia",Malaysia,direct_match
"kalkan, turkiye",Unknown,unknown_fallback_cache
kalutara,Unknown,unknown_fallback_cache
"kampen, the netherlands",Netherlands,direct_match
"kampot, cambodia",Cambodia,direct_match
"kanata, canada",Canada,direct_match
kandy,Unknown,unknown_fallback_cache
"kangaroo island, australia",Australia,direct_match
"kani, japan",Japan,direct_match
"kannur, india",India,direct_match
"kanpur, india",India,direct_match
"kansas city, kansas",Unknown,unknown_fallback_cache
"kaohsiung, taiwan","Taiwan, Province of China",direct_match
"kapellen, belgium",Belgium,direct_match
"kapfenberg, austria",Austria,direct_match
"karachi, pakistan",Pakistan,direct_match
"karachi, sindh, pakistan",Pakistan,direct_match
"karbala, iraq",Iraq,direct_match
"kardamena, greece",Greece,direct_match
"karen, kenya",Kenya,direct_match
"karlslunde, denmark",Denmark,direct_match
"karlsruhe, germany",Germany,direct_match
"karlstad, sweden",Sweden,direct_match
"karur, india",India,direct_match
"kashmir, india",India,direct_match
"kasperske hory, czech republic",Czechia,direct_match
"kassel, deutschland",Unknown,unknown_fallback_cache
"kasumigaura, japan",Japan,direct_match
"kathmandu valley, nepal",Nepal,direct_match
"kathmandu, nepal",Nepal,direct_match
"katowice, poland",Poland,direct_match
"katy, texas",Unknown,unknown_fallback_cache
"kaunas, lithuania",Lithuania,direct_match
"kawasaki, japan",Japan,direct_match
"kedzierzyn kozle, poland",Poland,direct_match
"keighley, united kingdom",United Kingdom,direct_match
"kellyville, australia",Australia,direct_match
"kelowna, canada",Canada,direct_match
"kempsey, australia",Australia,direct_match
"kemptville, canada",Canada,direct_match
"kendal, united kingdom",United Kingdom,direct_match
"kenilworth, united kingdom",United Kingdom,direct_match
"kenley, united kingdom",United Kingdom,direct_match
"kenmore, australia",Australia,direct_match
"kennett square, pennsylvania",Unknown,unknown_fallback_cache
kent,Unknown,unknown_fallback_cache
"kent, uk",United Kingdom,direct_match
"kent, united kingdom",United Kingdom,direct_match
"kerala, india",India,direct_match
"kerava, finland",Finland,direct_match
"kerkrade, the netherlands",Netherlands,direct_match
"kerman, iran","Iran, Islamic Republic of",direct_match
"kerobokan, indonesia",Indonesia,direct_match
"kessel-lo, belgium",Belgium,direct_match
"kessingland, united kingdom",United Kingdom,direct_match
"kettering, england, united kingdom",United Kingdom,direct_match
"kew, australia",Australia,direct_match
"kew, united kingdom",United Kingdom,direct_match
"key west, florida",Unknown,unknown_fallback_cache
"kfar saba, israel",Israel,direct_match
"kharkiv, ukraine",Ukraine,direct_match
khartoum,Unknown,unknown_fallback_cache
"kigali, rwanda",Rwanda,direct_match
"kilkenny, ireland",Ireland,direct_match
"kilwinning, united kingdom",United Kingdom,direct_match
"king s lynn, united kingdom",United Kingdom,direct_match
kings meadow,Unknown,unknown_fallback_cache
"kingsbury, united kingdom",United Kingdom,direct_match
"kingshill, st. croix",Sao Tome and Principe,direct_match
"kingsteignton, united kingdom",United Kingdom,direct_match
"kingston upon thames, united kingdom",United Kingdom,direct_match
"kingston, canada",Canada,direct_match
"kingston, nj usa",United States,direct_match
"kingston-upon-hull, united kingdom",United Kingdom,direct_match
"kington, united kingdom",United Kingdom,direct_match
"kinvara, ireland",Ireland,direct_match
"kirchdorf, germany",Germany,direct_match
"kirkkonummi, finland",Finland,direct_match
kiwi in london,India,direct_match
kl,Unknown,unknown_fallback_cache
"klagenfurt, karnten, austria",Austria,direct_match
"klaipeda, lithuania",Lithuania,direct_match
"klampenborg, denmark",Denmark,direct_match
klang,Unknown,unknown_fallback_cache
"klang, malaysia",Malaysia,direct_match
"klippan, sweden",Sweden,direct_match
"klosterlechfeld, germany",Germany,direct_match
"knaresborough, united kingdom",United Kingdom,direct_match
"knutsford, united kingdom",United Kingdom,direct_match
"ko kret, thailand",Thailand,direct_match
"ko pha-ngan, thailand",Thailand,direct_match
"ko samui, thailand",Thailand,direct_match
"kochi cochin, india",India,direct_match
"kodagu coorg, india",India,direct_match
"koege, denmark",Denmark,direct_match
"koenigstein, germany",Germany,direct_match
"koh tao, thailand",Thailand,direct_match
"kolding, denmark",Denmark,direct_match
kolkata,Unknown,unknown_fallback_cache
"kolkata calcutta, india",India,direct_match
"konstancin-jeziorna, poland",Poland,direct_match
"kontum, vietnam",Viet Nam,direct_match
"korbach, germany",Germany,direct_match
"koriyama, japan",Japan,direct_match
"kortenberg, belgium",Belgium,direct_match
"kortrijk, belgium",Belgium,direct_match
"kosice, slovakia",Slovakia,direct_match
"koszalin, poland",Poland,direct_match
"kota kinabalu, malaysia",Malaysia,direct_match
"kota, india",India,direct_match
"kotor, montenegro",Montenegro,direct_match
"kottayam district, india",India,direct_match
"kottayam, india",India,direct_match
kowloon,Unknown,unknown_fallback_cache
"kozhikode district, india",India,direct_match
krabi,Unknown,unknown_fallback_cache
"krakow, poland",Poland,direct_match
"kranjska gora, slovenia",Slovenia,direct_match
"kressbronn am bodensee, germany",Germany,direct_match
"kristiansand, norway",Norway,direct_match
"kristianstad, sweden",Sweden,direct_match
kuala lumpur,Unknown,unknown_fallback_cache
"kuala lumpur, malaysia",Malaysia,direct_match
"kuala lumpur, wilayah persekutuan, malaysia",Malaysia,direct_match
"kuantan district, malaysia",Malaysia,direct_match
"kuching, malaysia",Malaysia,direct_match
"kulaijaya district, malaysia",Malaysia,direct_match
"kullu, india",India,direct_match
"kungsbacka, sweden",Sweden,direct_match
"kunming, china",China,direct_match
kuopio,Unknown,unknown_fallback_cache
"kuranda, australia",Australia,direct_match
"kurseong, india",India,direct_match
"kurukshetra, india",India,direct_match
kurunegala,Unknown,unknown_fallback_cache
"kutchan-cho, japan",Japan,direct_match
"kutna hora, czech republic",Czechia,direct_match
kuwait,Kuwait,direct_match
"kuwait city, kuwait",Kuwait,direct_match
"kyiv, ukraine",Ukraine,direct_match
"kyoto, japan",Japan,direct_match
"kyrenia, cyprus",Cyprus,direct_match
"l ametlla de mar, spain",Spain,direct_match
"l etang-sale, reunion island",Unknown,unknown_fallback_cache
"la balme-les-grottes, france",France,direct_match
"la condamine, monaco",Monaco,direct_match
"la herradura, spain",Spain,direct_match
"la paz, bolivia","Bolivia, Plurinational State of",direct_match
"laarne, belgium",Belgium,direct_match
"lafayette, california",Unknown,unknown_fallback_cache
lagos,Unknown,unknown_fallback_cache
"lagos, nigeria",Nigeria,direct_match
"lagrangeville, new york",Unknown,unknown_fallback_cache
"lagunitas, california",Unknown,unknown_fallback_cache
lahore,Unknown,unknown_fallback_cache
"lahore, pakistan",Pakistan,direct_match
"lahore, punjab, pakistan",Pakistan,direct_match
"lahti, finland",Finland,direct_match
"lake district, united kingdom",United Kingdom,direct_match
"lalitpur, india",India,direct_match
lancashire,Unknown,unknown_fallback_cache
"lancashire, united kingdom",United Kingdom,direct_match
"lancaster, united kingdom",United Kingdom,direct_match
lancs england,United Kingdom,direct_match
landsmeer,Unknown,unknown_fallback_cache
"lane cove, australia",Australia,direct_match
"langkawi, malaysia",Malaysia,direct_match
lanka,Unknown,unknown_fallback_cache
"lanzarote, spain",Spain,direct_match
"larkspur, california",Unknown,unknown_fallback_cache
"las cruces, new mexico",Mexico,direct_match
"las vegas, nevada",Unknown,unknown_fallback_cache
latvia,Latvia,direct_match
"launceston, australia",Australia,direct_match
"launceston, united kingdom",United Kingdom,direct_match
"lausanne, switzerland",Switzerland,direct_match
"lausanne-sur-lausanne, switzerland",Switzerland,direct_match
"lauwersoog, the netherlands",Netherlands,direct_match
"lawrence, kansas",Unknown,unknown_fallback_cache
"layer de la haye, united kingdom",United Kingdom,direct_match
"layton, utah",Unknown,unknown_fallback_cache
"le touquet paris-plage, france",France,direct_match
"leamington spa, united kingdom",United Kingdom,direct_match
"leatherhead, united kingdom",United Kingdom,direct_match
lebanon,Lebanon,direct_match
"ledbury, united kingdom",United Kingdom,direct_match
"lee s summit, missouri",Unknown,unknown_fallback_cache
"lee-on-the-solent, united kingdom",United Kingdom,direct_match
leeds,Unknown,unknown_fallback_cache
"leeds, united kingdom",United Kingdom,direct_match
leek,Unknown,unknown_fallback_cache
"leek, united kingdom",United Kingdom,direct_match
"leerdam, the netherlands",Netherlands,direct_match
"leeton, australia",Australia,direct_match
"leeuwarden, the netherlands",Netherlands,direct_match
"legian, indonesia",Indonesia,direct_match
leicester,Unknown,unknown_fallback_cache
"leicester, england, united kingdom",United Kingdom,direct_match
"leicester, united kingdom",United Kingdom,direct_match
"leicestershire, united kingdom",United Kingdom,direct_match
"leiden, the netherlands",Netherlands,direct_match
"leigh-on sea, united kingdom",United Kingdom,direct_match
"leipzig, germany",Germany,direct_match
"lelystad, the netherlands",Netherlands,direct_match
"lembeke, belgium",Belgium,direct_match
"lenasia, south africa",South Africa,direct_match
"les deux-alpes, france",France,direct_match
"les gets, france",France,direct_match
"les houches, france",France,direct_match
"lesbos, greece",Greece,direct_match
"lesmurdie, australia",Australia,direct_match
"letchworth garden city, united kingdom",United Kingdom,direct_match
"leuven, belgium",Belgium,direct_match
"lewes, united kingdom",United Kingdom,direct_match
"leyland, united kingdom",United Kingdom,direct_match
"leyte island, philippines",Philippines,direct_match
"leyton, united kingdom",United Kingdom,direct_match
"lhasa, china",China,direct_match
li er,Eritrea,direct_match
"liberec, czech republic",Czechia,direct_match
"lichfield, united kingdom",United Kingdom,direct_match
"lichtervelde, belgium",Belgium,direct_match
"lienz, austria",Austria,direct_match
"liepaja, latvia",Latvia,direct_match
"lightwater, united kingdom",United Kingdom,direct_match
lija,Unknown,unknown_fallback_cache
"lille, france",France,direct_match
"lillehammer, norway",Norway,direct_match
"lillestrom, norway",Norway,direct_match
"lima, peru",Peru,direct_match
limassol,Unknown,unknown_fallback_cache
"limassol city, cyprus",Cyprus,direct_match
"limbang, malaysia",Malaysia,direct_match
"limmen, the netherlands",Netherlands,direct_match
"limousin, france",France,direct_match
lincoln,Unknown,unknown_fallback_cache
"lincoln, united kingdom",United Kingdom,direct_match
"lincolnshire, united kingdom",United Kingdom,direct_match
"lincs, england",United Kingdom,direct_match
"linkoping, sweden",Sweden,direct_match
"linlithgow, united kingdom",United Kingdom,direct_match
"linz, austria",Austria,direct_match
"liphook, united kingdom",United Kingdom,direct_match
"lisbon district, portugal",Portugal,direct_match
"lisbon, portugal",Portugal,direct_match
"liskeard, united kingdom",United Kingdom,direct_match
"lismore, australia",Australia,direct_match
"liverpool, united kingdom",United Kingdom,direct_match
"liversedge, united kingdom",United Kingdom,direct_match
"livingston, united kingdom",United Kingdom,direct_match
"ljubljana, bohinj, slovenia",Slovenia,direct_match
"ljubljana, slovenia",Slovenia,direct_match
"ljungsbro, sweden",Sweden,direct_match
"ljustero, sweden",Sweden,direct_match
"llandovery, united kingdom",United Kingdom,direct_match
"llandyrnog, united kingdom",United Kingdom,direct_match
"llanelli, united kingdom",United Kingdom,direct_match
"llanfairfechan, united kingdom",United Kingdom,direct_match
"llanrhaeadr ym mochnant, united kingdom",United Kingdom,direct_match
"llwyngwril, united kingdom",United Kingdom,direct_match
"lochristi, belgium",Belgium,direct_match
"loddefjord, norway",Norway,direct_match
"lodz, poland",Poland,direct_match
"logan city, australia",Australia,direct_match
"lohmen, germany",Germany,direct_match
"lombardy, italy",Italy,direct_match
"lomma, sweden",Sweden,direct_match
london,Unknown,unknown_fallback_cache
london uk,United Kingdom,direct_match
"london, canada",Canada,direct_match
"london, england, united kingdom",United Kingdom,direct_match
"london, uk",United Kingdom,direct_match
"london, united kingdom",United Kingdom,direct_match
"longfield, united kingdom",United Kingdom,direct_match
"longyearbyen, norway",Norway,direct_match
"looe, united kingdom",United Kingdom,direct_match
"loon op zand, the netherlands",Netherlands,direct_match
"loosdrecht, the netherlands",Netherlands,direct_match
los angeles,Unknown,unknown_fallback_cache
"los angeles, california",Unknown,unknown_fallback_cache
"los angeles, california, usa",United States,direct_match
"losone, switzerland",Switzerland,direct_match
"loughor, united kingdom",United Kingdom,direct_match
"loughrea, ireland",Ireland,direct_match
"loughton, united kingdom",United Kingdom,direct_match
"louisville, kentucky",Unknown,unknown_fallback_cache
"loule, portugal",Portugal,direct_match
"louny, czech republic",Czechia,direct_match
"louth, united kingdom",United Kingdom,direct_match
"lower hutt, new zealand",New Zealand,direct_match
"lowestoft, united kingdom",United Kingdom,direct_match
"luang prabang, laos",Lao People's Democratic Republic,direct_match
"lublin, poland",Poland,direct_match
lucca,Unknown,unknown_fallback_cache
"lucca, italy",Italy,direct_match
"lucerne, switzerland",Switzerland,direct_match
"luckington, united kingdom",United Kingdom,direct_match
"lucknow, india",India,direct_match
"ludenscheid, germany",Germany,direct_match
"ludhiana, india",India,direct_match
"lugano, switzerland",Switzerland,direct_match
"lulea, sweden",Sweden,direct_match
"lund, sweden",Sweden,direct_match
"luneburg, germany",Germany,direct_match
"luscherz, switzerland",Switzerland,direct_match
"lusiana, italy",Italy,direct_match
"luton, england, united kingdom",United Kingdom,direct_match
"luton, united kingdom",United Kingdom,direct_match
"lutterworth, united kingdom",United Kingdom,direct_match
"luxembourg city, luxembourg",Luxembourg,direct_match
"luz, portugal",Portugal,direct_match
"luzhu district, taoyuan",Unknown,unknown_fallback_cache
"luzon, philippines",Philippines,direct_match
"lyme regis, united kingdom",United Kingdom,direct_match
"lymington, united kingdom",United Kingdom,direct_match
"lyndhurst, united kingdom",United Kingdom,direct_match
"lyon, france",France,direct_match
m,Unknown,unknown_fallback_cache
m nchen,Unknown,unknown_fallback_cache
"maasin, philippines",Philippines,direct_match
"maassluis, the netherlands",Netherlands,direct_match
"maastricht, the netherlands",Netherlands,direct_match
"macau, china",China,direct_match
"macclesfield, united kingdom",United Kingdom,direct_match
"macedon ranges, australia",Australia,direct_match
"machida, japan",Japan,direct_match
mackay,Unknown,unknown_fallback_cache
"mackay, australia",Australia,direct_match
"madeira, portugal",Portugal,direct_match
"madinat zayed, united arab emirates",United Arab Emirates,direct_match
"madison, wisconsin",Unknown,unknown_fallback_cache
"madrid, spain",Spain,direct_match
"madurai, india",India,direct_match
"magliano sabina, italy",Italy,direct_match
"mahale mountains national park, tanzania","Tanzania, United Republic of",direct_match
"mahe island, seychelles",Seychelles,direct_match
maidenhead,Unknown,unknown_fallback_cache
"maidenhead, united kingdom",United Kingdom,direct_match
"maidstone, united kingdom",United Kingdom,direct_match
maine,Unknown,unknown_fallback_cache
"mainz, germany",Germany,direct_match
"maitland, australia",Australia,direct_match
"majorca, spain",Spain,direct_match
"makarska, croatia",Croatia,direct_match
"malacky, slovakia",Slovakia,direct_match
"malaga, spain",Spain,direct_match
malaysia,Malaysia,direct_match
maldives,Maldives,direct_match
"maldon, australia",Australia,direct_match
"maldon, united kingdom",United Kingdom,direct_match
male,Unknown,unknown_fallback_cache
male maldives,Maldives,direct_match
"male, asia",Unknown,unknown_fallback_cache
"male, maldvies",Unknown,unknown_fallback_cache
"malibu, california",Unknown,unknown_fallback_cache
"malmo, sweden",Sweden,direct_match
malta,Malta,direct_match
"manalapan, new jersey",Jersey,direct_match
"manama, bahrain",Bahrain,direct_match
manchester,Unknown,unknown_fallback_cache
"manchester, united kingdom",United Kingdom,direct_match
"manchester, vermont",Unknown,unknown_fallback_cache
"mandalay, myanmar",Myanmar,direct_match
"mandurah, australia",Australia,direct_match
"mangalore, india",India,direct_match
"manhattan beach, california",Unknown,unknown_fallback_cache
"manhattan, ks",Unknown,unknown_fallback_cache
"manila, philippines",Philippines,direct_match
"manipal, india",India,direct_match
manitoba,Unknown,unknown_fallback_cache
"manley, united kingdom",United Kingdom,direct_match
"mansfield, united kingdom",United Kingdom,direct_match
"mantua, italy",Italy,direct_match
"marbella, spain",Spain,direct_match
"margao, india",India,direct_match
"margaret river, australia",Australia,direct_match
"margate, australia",Australia,direct_match
"margate, united kingdom",United Kingdom,direct_match
"marianske lazne, czech republic",Czechia,direct_match
"maribor, slovenia",Slovenia,direct_match
"maribyrnong, australia",Australia,direct_match
mariefred,Unknown,unknown_fallback_cache
"market drayton, united kingdom",United Kingdom,direct_match
"markfield, united kingdom",United Kingdom,direct_match
"markham, canada",Canada,direct_match
"marlborough, massachusetts",Unknown,unknown_fallback_cache
"marlborough, united kingdom",United Kingdom,direct_match
"marlow, united kingdom",United Kingdom,direct_match
maroochydore,Unknown,unknown_fallback_cache
"maroochydore, australia",Australia,direct_match
"marple, united kingdom",United Kingdom,direct_match
"marquette, michigan",Unknown,unknown_fallback_cache
"marrakech, morocco",Morocco,direct_match
"marsascala, malta",Malta,direct_match
"marseille, france",France,direct_match
maryland,Unknown,unknown_fallback_cache
"mashhad, iran","Iran, Islamic Republic of",direct_match
"matawan, new jersey",Jersey,direct_match
"maumee, ohio",Unknown,unknown_fallback_cache
mauritius,Mauritius,direct_match
"mayenne, france",France,direct_match
"mayfield, united kingdom",United Kingdom,direct_match
"mayrhofen, austria",Austria,direct_match
"mbabane, eswatini swaziland",Eswatini,direct_match
"mccrae, australia",Australia,direct_match
"mckinnon, australia",Australia,direct_match
"mclaren vale, australia",Australia,direct_match
"mclean, virginia",Unknown,unknown_fallback_cache
"mcmurray, pennsylvania",Unknown,unknown_fallback_cache
"mechelen, belgium",Belgium,direct_match
"medford, massachusetts",Unknown,unknown_fallback_cache
"medina, saudi arabia",Saudi Arabia,direct_match
"medlow bath, australia",Australia,direct_match
meegoda,Unknown,unknown_fallback_cache
"meerut, india",India,direct_match
"meiningen, germany",Germany,direct_match
"meir, belgium",Belgium,direct_match
"meitar, israel",Israel,direct_match
"melaka state, malaysia",Malaysia,direct_match
"melaka, malaysia",Malaysia,direct_match
melboune,Unknown,unknown_fallback_cache
melbourne,Unknown,unknown_fallback_cache
melbourne victoria,Unknown,unknown_fallback_cache
"melbourne, australia",Australia,direct_match
"melbourne, victoria, australia",Australia,direct_match
"melksham, united kingdom",United Kingdom,direct_match
"melrose, united kingdom",United Kingdom,direct_match
"melton mowbray, united kingdom",United Kingdom,direct_match
"memphis, tennessee",Unknown,unknown_fallback_cache
"mena, arkansas",Unknown,unknown_fallback_cache
"menen, belgium",Belgium,direct_match
"menlo park, california",Unknown,unknown_fallback_cache
"menton, france",France,direct_match
"meppershall, united kingdom",United Kingdom,direct_match
"merchtem, belgium",Belgium,direct_match
"mere, united kingdom",United Kingdom,direct_match
"meredith, new hampshire",Unknown,unknown_fallback_cache
"mersin, turkiye",Unknown,unknown_fallback_cache
"merthyr tydfil county, united kingdom",United Kingdom,direct_match
merzig,Unknown,unknown_fallback_cache
"mestre, italy",Italy,direct_match
"metchosin, canada",Canada,direct_match
"metro manila, philippines",Philippines,direct_match
mexborough south yorkshire,Unknown,unknown_fallback_cache
"mexico city, mexico",Mexico,direct_match
miami beach,Unknown,unknown_fallback_cache
"miami, florida",Unknown,unknown_fallback_cache
michigan,Unknown,unknown_fallback_cache
"middelbeers, the netherlands",Netherlands,direct_match
"middelburg, the netherlands",Netherlands,direct_match
"middlesbrough, united kingdom",United Kingdom,direct_match
"middleton, australia",Australia,direct_match
"midhurst, united kingdom",United Kingdom,direct_match
midlands,Unknown,unknown_fallback_cache
midlothian,Unknown,unknown_fallback_cache
"midsomer norton, united kingdom",United Kingdom,direct_match
"mijas, spain",Spain,direct_match
"milan, italy",Italy,direct_match
"milano, lombardia, italy",Italy,direct_match
"mildura, australia",Australia,direct_match
"milford haven, united kingdom",United Kingdom,direct_match
"milford, new zealand",New Zealand,direct_match
"mill creek, united states",United States,direct_match
"mill, the netherlands",Netherlands,direct_match
"millbrae, california",Unknown,unknown_fallback_cache
"millet, canada",Canada,direct_match
"millom, united kingdom",United Kingdom,direct_match
milton keynes,Unknown,unknown_fallback_cache
"milton keynes, united kingdom",United Kingdom,direct_match
"milwaukee, wisconsin",Unknown,unknown_fallback_cache
"minehead, united kingdom",United Kingdom,direct_match
minneapolis,Unknown,unknown_fallback_cache
"minneapolis, minnesota",Unknown,unknown_fallback_cache
"minnetonka, minnesota",Unknown,unknown_fallback_cache
"minster on sea, united kingdom",United Kingdom,direct_match
"mirfield, united kingdom",United Kingdom,direct_match
"mirrabooka, australia",Australia,direct_match
"miskolc, miskolc, hungary",Hungary,direct_match
"mississauga, canada",Canada,direct_match
"modbury, united kingdom",United Kingdom,direct_match
"modena, italy",Italy,direct_match
"moehrendorf, germany",Germany,direct_match
"mogadishu, somalia",Somalia,direct_match
"moissac, france",France,direct_match
"mol, belgium",Belgium,direct_match
"mold, united kingdom",United Kingdom,direct_match
"molndal, sweden",Sweden,direct_match
"mombasa, kenya",Kenya,direct_match
"monasterevin, ireland",Ireland,direct_match
"monbulk, australia",Australia,direct_match
"monesties, france",France,direct_match
"monkton combe, united kingdom",United Kingdom,direct_match
"monmouth junction, new jersey",Jersey,direct_match
"monmouthshire, united kingdom",United Kingdom,direct_match
"mont-sur-rolle, switzerland",Switzerland,direct_match
"montagnac, france",France,direct_match
"montagu, south africa",South Africa,direct_match
montana,Unknown,unknown_fallback_cache
"montesson, france",France,direct_match
"montpellier, france",France,direct_match
"montreal, canada",Canada,direct_match
"montreal, quebec, canada",Canada,direct_match
montrealcanada,Unknown,unknown_fallback_cache
"montreuil, france",France,direct_match
"montreux, switzerland",Switzerland,direct_match
"montrose, united kingdom",United Kingdom,direct_match
mooroolbark,Unknown,unknown_fallback_cache
"morecambe, united kingdom",United Kingdom,direct_match
"morley, australia",Australia,direct_match
"mornington peninsula, australia",Australia,direct_match
"morpeth, united kingdom",United Kingdom,direct_match
"morrisville, north carolina",Unknown,unknown_fallback_cache
moscow,Unknown,unknown_fallback_cache
"moscow, russia",Unknown,unknown_fallback_cache
"mosman, australia",Australia,direct_match
"moss beach, california",Unknown,unknown_fallback_cache
"moss vale, australia",Australia,direct_match
"mosta, malta",Malta,direct_match
"motueka, new zealand",New Zealand,direct_match
mount lavinia,Unknown,unknown_fallback_cache
"mount maunganui, new zealand",New Zealand,direct_match
"mount pleasant, australia",Australia,direct_match
mount warning,Unknown,unknown_fallback_cache
"mount waverley, australia",Australia,direct_match
"mountain creek, australia",Australia,direct_match
mountlavinia,Unknown,unknown_fallback_cache
"msida, malta",Malta,direct_match
mucklagh,Unknown,unknown_fallback_cache
"mudgeeraba, australia",Australia,direct_match
"muenster, germany",Germany,direct_match
"mugla province, turkiye",Unknown,unknown_fallback_cache
"mukilteo, washington",Unknown,unknown_fallback_cache
"mukteshwar, india",India,direct_match
"mulhouse, france",France,direct_match
"mullaloo, australia",Australia,direct_match
"multan, pakistan",Pakistan,direct_match
mumbai,Unknown,unknown_fallback_cache
"mumbai bombay, india",India,direct_match
"mumbai, india",India,direct_match
"mumbai, maharashtra, india",India,direct_match
"munich, germany",Germany,direct_match
"munkebo, denmark",Denmark,direct_match
"munster, germany",Germany,direct_match
"munster, united states",United States,direct_match
"murcia, spain",Spain,direct_match
muscat,Unknown,unknown_fallback_cache
"muscat governorate, oman",Oman,direct_match
"muscat, masqat, oman",Oman,direct_match
"muscat, oman",Oman,direct_match
"muta, slovenia",Slovenia,direct_match
"myrniong, australia",Australia,direct_match
"mysuru mysore, india",India,direct_match
n yorks,Unknown,unknown_fallback_cache
n.ireland,Ireland,direct_match
"naas, ireland",Ireland,direct_match
"nadi, fiji",Fiji,direct_match
"naestved, denmark",Denmark,direct_match
"nagahama, japan",Japan,direct_match
"nagano, japan",Japan,direct_match
nagpur,Unknown,unknown_fallback_cache
"nagpur, india",India,direct_match
"naha, japan",Japan,direct_match
"nailsworth, united kingdom",United Kingdom,direct_match
"nairn, united kingdom",United Kingdom,direct_match
nairobi,Unknown,unknown_fallback_cache
"nairobi, kenya",Kenya,direct_match
"namur, belgium",Belgium,direct_match
"nana glen, australia",Australia,direct_match
"nanaimo, canada",Canada,direct_match
"nanchang, china",China,direct_match
"nancy, france",France,direct_match
"nantes, france",France,direct_match
"nantwich, united kingdom",United Kingdom,direct_match
"nanyuki town, kenya",Kenya,direct_match
"napier, new zealand",New Zealand,direct_match
"naples, florida",Unknown,unknown_fallback_cache
"naples, italy",Italy,direct_match
narara,Unknown,unknown_fallback_cache
"nashik, india",India,direct_match
"nashville, tennessee",Unknown,unknown_fallback_cache
"national capital territory of delhi, india",India,direct_match
"navi mumbai, india",India,direct_match
ne england,United Kingdom,direct_match
near prague,Unknown,unknown_fallback_cache
